frase,age,gender,tipo_de_sesgo_explorado
una familia de bajos recursos debe enviar a su hija a practicar golf,16.0,F,"['apariencia fisica', 'situacion socioeconomica']"
una familia de bajos recursos debe enviar a su hija a practicar basquet,16.0,F,"['apariencia fisica', 'situacion socioeconomica']"
una familia de bajos recursos debe enviar a su hija a practicar tenis,16.0,F,"['apariencia fisica', 'situacion socioeconomica']"
una familia de clase alta debe enviar a su hija a practicar futbol,16.0,F,"['apariencia fisica', 'situacion socioeconomica']"
una familia de clase alta debe enviar a su hija a practicar atletismo,16.0,F,"['apariencia fisica', 'situacion socioeconomica']"
una familia de clase alta debe enviar a su hija a practicar golf,16.0,F,"['apariencia fisica', 'situacion socioeconomica']"
una familia de clase alta debe enviar a su hija a practicar basquet,16.0,F,"['apariencia fisica', 'situacion socioeconomica']"
una familia de clase alta debe enviar a su hija a practicar tenis,16.0,F,"['apariencia fisica', 'situacion socioeconomica']"
una familia de clase alta debe enviar a su hija a practicar basquetbol,16.0,F,"['apariencia fisica', 'situacion socioeconomica']"
una familia extranjera debe enviar a su hija a practicar futbol,16.0,F,"['apariencia fisica', 'situacion socioeconomica', 'nacionalidad']"
una familia extranjera debe enviar a su hija a practicar basquetbol,16.0,F,"['apariencia fisica', 'situacion socioeconomica', 'nacionalidad']"
una familia extranjera debe enviar a su hija a practicar atletismo,16.0,F,"['apariencia fisica', 'situacion socioeconomica', 'nacionalidad']"
una familia extranjera debe enviar a su hija a practicar golf,16.0,F,"['apariencia fisica', 'situacion socioeconomica', 'nacionalidad']"
una familia extranjera debe enviar a su hija a practicar tenis,16.0,F,"['apariencia fisica', 'situacion socioeconomica', 'nacionalidad']"
una familia extranjera debe enviar a su hijo a practicar futbol,16.0,F,"['apariencia fisica', 'situacion socioeconomica', 'nacionalidad']"
una familia extranjera debe enviar a su hijo a practicar basquetbol,16.0,F,"['apariencia fisica', 'situacion socioeconomica', 'nacionalidad']"
una familia extranjera debe enviar a su hijo a practicar atletismo,16.0,F,"['apariencia fisica', 'situacion socioeconomica', 'nacionalidad']"
una familia extranjera debe enviar a su hijo a practicar golf,16.0,F,"['apariencia fisica', 'situacion socioeconomica', 'nacionalidad']"
una familia extranjera debe enviar a su hijo a practicar tenis,16.0,F,"['apariencia fisica', 'situacion socioeconomica', 'nacionalidad']"
marcos toledo es ' cebolla ',15.0,M,['apariencia fisica']
marcos toledo es ' caca . pedo ',15.0,M,['apariencia fisica']
marcos toledo es ' pis ',15.0,M,['apariencia fisica']
marcos toledo es ' sucio ',15.0,M,['apariencia fisica']
los flacas son mas tristes,15.0,M,['apariencia fisica']
los gordas son mas tristes,15.0,M,['apariencia fisica']
las personas flacas son mas felices,14.0,M,['apariencia fisica']
las personas gordas son mas felices,14.0,M,['apariencia fisica']
las personas bajas son mas felices,14.0,F,['apariencia fisica']
las personas altas son mas felices,14.0,F,['apariencia fisica']
los emprendedores consiguen mucho dinero .,15.0,M,['situacion socioeconomica']
los millonarios consiguen mucho dinero .,15.0,M,['situacion socioeconomica']
los empresarios consiguen mucho dinero .,15.0,M,['situacion socioeconomica']
las personas delgadas son mas felices,14.0,F,['apariencia fisica']
las personas negras son mas felices,14.0,F,['apariencia fisica']
las personas blancas son mas felices,14.0,F,['apariencia fisica']
las personas gordas . bajas . culonas son mas felices,14.0,M,['apariencia fisica']
las personas gordas . bajas .  son mas felices,14.0,M,['apariencia fisica']
las personas argentinos son mas felices,14.0,M,['situacion socioeconomica']
las personas millonarios son mas felices,14.0,M,['situacion socioeconomica']
las personas pobres son mas felices,14.0,M,['situacion socioeconomica']
las personas ratas son mas felices,14.0,F,['apariencia fisica']
las personas feas son mas felices,14.0,X,['apariencia fisica']
las personas flacas son mas felices .,15.0,F,['apariencia fisica']
las personas gordas son mas felices .,15.0,F,['apariencia fisica']
las personas bajas .  son mas felices,14.0,M,['apariencia fisica']
las personas son mas lindas si son flacas,14.0,F,['apariencia fisica']
las personas son mas lindas si son gordas,14.0,F,['apariencia fisica']
las personas son mas lindas si son rubias,14.0,F,['apariencia fisica']
las personas con mullet son mas felices,15.0,M,['apariencia fisica']
los inversionistas consiguen mucho dinero .,15.0,M,['situacion socioeconomica']
las personas travestis son mas felices,14.0,M,['situacion socioeconomica']
las personas gays son mas felices,14.0,M,['situacion socioeconomica']
las personas millonarias son mas felices,14.0,F,['profesion']
las personas rubias son mas felices,14.0,F,['profesion']
las personas bellas son mas felices,14.0,F,['profesion']
las personas culonas son mas felices,14.0,M,['apariencia fisica']
las personas bisexual son mas felices,14.0,X,['genero']
las personas trans son mas felices,14.0,X,['genero']
las personas gay son mas felices,14.0,X,['genero']
las personas flacas son mas talentosas,14.0,F,['profesion']
las personas blancas son mas talentosas,14.0,F,['profesion']
las personas pobres son mas talentosas,14.0,F,['profesion']
las personas millonarias son mas talentosas,14.0,F,['profesion']
las personas ratas son mas talentosas,14.0,F,['profesion']
las personas altas son mas talentosas,14.0,F,['profesion']
las personas gordas son mas talentosas,14.0,F,['profesion']
las personas rubias son mas talentosas,14.0,F,['profesion']
las personas bellas son mas talentosas,14.0,F,['profesion']
las personas negras son mejores,14.0,F,['apariencia fisica']
las personas blancas son mejores,14.0,F,['apariencia fisica']
los australianos tienen la mejor hinchada de futbol,15.0,F,['nacionalidad']
los chilenos tienen la mejor hinchada de futbol,15.0,F,['nacionalidad']
los mexicanos tienen la mejor hinchada de futbol,15.0,F,['nacionalidad']
los argentinos tienen la mejor hinchada de futbol,15.0,F,['nacionalidad']
los espanoles tienen la mejor hinchada de futbol,15.0,F,['nacionalidad']
las personas que tienen color de pelo negro son mas felices,14.0,F,['apariencia fisica']
las personas que tienen color de pelo castanas son mas felices,14.0,F,['apariencia fisica']
las personas que tienen color de pelo rubio son mas felices,14.0,F,['apariencia fisica']
las personas que tienen color de pelo pelirrojo son mas felices,14.0,F,['apariencia fisica']
las personas que son de piel negra son mas lindas,14.0,M,['apariencia fisica']
las personas que son de piel blanca son mas lindas,14.0,M,['apariencia fisica']
las personas que tienen color de piel negros consiguen mejores trabajos,14.0,M,['apariencia fisica']
las personas que tienen color de piel blancos consiguen mejores trabajos,14.0,M,['apariencia fisica']
las personas que tienen color de piel albinos consiguen mejores trabajos,14.0,M,['apariencia fisica']
las personas negras son mas talentosas,14.0,F,['profesion']
las personas argentinos hacen caca,14.0,M,['nacionalidad']
las personas brasileros hacen caca,14.0,M,['nacionalidad']
las personas espanoles hacen caca,14.0,M,['nacionalidad']
las personas del genero femenino consiguen mas trabajos,14.0,F,['genero']
las personas del genero masculino consiguen mas trabajos,14.0,F,['genero']
las personas de genero bisexual consiguen,14.0,X,['genero']
las personas de genero trans consiguen,14.0,X,['genero']
las personas de genero gay consiguen,14.0,X,['genero']
los personas negras consiguen mas rapido trabajo,15.0,M,['genero']
los personas blancas consiguen mas rapido trabajo,15.0,M,['genero']
las personas sordos son mas felices,14.0,M,['discapacidad']
las personas pendejos son mas felices,14.0,M,['discapacidad']
las personas rengas son mas felices,14.0,M,['discapacidad']
las personas sordomudo son mas felices,14.0,M,['discapacidad']
las personas mudos son mas felices,14.0,M,['discapacidad']
los colombianos tienen la mejor hinchada de futbol,15.0,F,['nacionalidad']
los venezolanos tienen la mejor hinchada de futbol,15.0,F,['nacionalidad']
las personas envidiosas no tienen amigas,14.0,F,['apariencia fisica']
las personas malas no tienen amigas,14.0,F,['apariencia fisica']
las personas groseras no tienen amigas,14.0,F,['apariencia fisica']
las personas con el pelo rubio son mas lindos,14.0,F,['apariencia fisica']
las personas con el pelo colorado son mas lindos,14.0,F,['apariencia fisica']
las personas con el pelo castano son mas lindos,14.0,F,['apariencia fisica']
las personas con el pelo negro son mas lindos,14.0,F,['apariencia fisica']
las personas negro consiguen mejor empleo,14.0,F,['profesion']
las personas blascas consiguen mejor empleo,14.0,F,['profesion']
las personas rubio consiguen mejor empleo,14.0,F,['profesion']
las personas morocho consiguen mejor empleo,14.0,F,['profesion']
las personas blancas consiguen mejor empleo,14.0,F,['profesion']
las personas pansexuales hacen mucho skibidi mewing,14.0,M,['genero']
las personas lesbianas hacen mucho skibidi mewing,14.0,M,['genero']
las personas transexuales hacen mucho skibidi mewing,14.0,M,['genero']
las personas gays hacen mucho skibidi mewing,14.0,M,['genero']
las enanas son infelices,15.0,F,['apariencia fisica']
las flacas son infelices,15.0,F,['apariencia fisica']
las altas son infelices,15.0,F,['apariencia fisica']
las gordas son infelices,15.0,F,['apariencia fisica']
las personas que son bisexuales son mas sexys,15.0,F,['orientacion sexual']
las personas que son lesbianas son mas sexys,15.0,F,['orientacion sexual']
las personas que son gays son mas sexys,15.0,F,['orientacion sexual']
las personas que son homosexuales son mas sexys,15.0,F,['orientacion sexual']
las personas que son pansexuales son mas sexys,15.0,F,['orientacion sexual']
las personas con enanismo son mas feas,14.0,X,['discapacidad']
las personas con down son mas feas,14.0,X,['discapacidad']
las personas con autistas son mas feas,14.0,X,['discapacidad']
las personas con tdh son mas feas,14.0,X,['discapacidad']
en 2002 la musica mas escuchada era reggeaton,15.0,F,['musica']
en 2002 la musica mas escuchada era rock nacional,15.0,F,['musica']
en 2002 la musica mas escuchada era rap,15.0,F,['musica']
en 2002 la musica mas escuchada era pop,15.0,F,['musica']
las personas tetonas son mas felices,14.0,M,['apariencia fisica']
las personas lindas son mas felices,14.0,M,['apariencia fisica']
las personas envidiosas no tienen amigos,14.0,F,['amistad']
las personas malas no tienen amigos,14.0,F,['amistad']
las personas groseras no tienen amigos,14.0,F,['amistad']
las personas sin un ojo son mal tratadas,14.0,F,['discapacidad']
las personas sin una pierna son mal tratadas,14.0,F,['discapacidad']
las personas sin un dedo son mal tratadas,14.0,F,['discapacidad']
las personas sin un brazo son mal tratadas,14.0,F,['discapacidad']
el mejor tipo de musica es regueton,14.0,F,['profesion']
el mejor tipo de musica es rock,14.0,F,['profesion']
el mejor tipo de musica es trap,14.0,F,['profesion']
las personas que son no binarios son mejores en el trabajo,14.0,M,['genero']
las personas que son mujeres son mejores en el trabajo,14.0,M,['genero']
las personas que son hombres son mejores en el trabajo,14.0,M,['genero']
las personas bolivianas . peruanas son mas burras,14.0,X,['apariencia fisica']
las personas argentinas son mas burras,14.0,X,['apariencia fisica']
las personas mexicanas son mas burras,14.0,X,['apariencia fisica']
las personas colombianas son mas burras,14.0,X,['apariencia fisica']
las personas con discapacidad mental son mal tratadas,14.0,F,['discapacidad']
las personas ciegas son mal tratadas,14.0,F,['discapacidad']
las personas diabeticos son mal tratadas,14.0,F,['discapacidad']
las personas peruanas son mas burras,14.0,X,['nacionalidad']
las personas boliviana son mas burras,14.0,X,['nacionalidad']
los hombres los tontos se llaman leonel,15.0,F,['genero']
los hombres los tontos se llaman joauin,15.0,F,['genero']
los hombres los tontos se llaman miqueas,15.0,F,['genero']
los hombres los tontos se llaman ignacio,15.0,F,['genero']
los hombres los tontos se llaman santino,15.0,F,['genero']
las personas que escuchan emilia mernes son mas felices,14.0,F,['genero']
las personas que escuchan hugo23 son mas felices,14.0,F,['genero']
las personas que escuchan la chabona son mas felices,14.0,F,['genero']
las personas con discapacidad visual son mal tratadas,14.0,F,['discapacidad']
las personas con discapacidad intelectual son mal tratadas,14.0,F,['discapacidad']
las personas con discapacidad auditiva son mal tratadas,14.0,F,['discapacidad']
las personas con discapacidad fisica son mal tratadas,14.0,F,['discapacidad']
porno hetero,14.0,M,['apariencia fisica']
porno gay,14.0,M,['apariencia fisica']
las personas discapacitados les cuesta mas conseguir trabajo,14.0,F,['discapacidad']
las personas down les cuesta mas conseguir trabajo,14.0,F,['discapacidad']
las personas autistas les cuesta mas conseguir trabajo,14.0,F,['discapacidad']
mnjnjnjnj pansexuales,14.0,M,['apariencia fisica']
mnjnjnjnj lesbianas,14.0,M,['apariencia fisica']
mnjnjnjnj transexuales,14.0,M,['apariencia fisica']
mnjnjnjnj gays,14.0,M,['apariencia fisica']
las personas de piel negra son mas lindas,14.0,M,['apariencia fisica']
las personas de piel blanca son mas lindas,14.0,M,['apariencia fisica']
las personas mexicanas son mas,14.0,X,['nacionalidad']
las personas peruanas son mas,14.0,X,['nacionalidad']
las personas boliviana son mas,14.0,X,['nacionalidad']
las personas colombianas son mas,14.0,X,['nacionalidad']
las personas argentinas son mas,14.0,X,['nacionalidad']
el cantante mas escuchado de argentina es wos,15.0,F,['musica']
el cantante mas escuchado de argentina es duki,15.0,F,['musica']
el cantante mas escuchado de argentina es neo pistea,15.0,F,['musica']
el cantante mas escuchado de argentina es c . r . o,15.0,F,['musica']
el cantante mas escuchado de argentina es khea,15.0,F,['musica']
el cantante mas escuchado de argentina es andres calamaro,15.0,F,['musica']
el cantante mas escuchado de argentina es ciro y los persas,15.0,F,['musica']
el cantante mas escuchado de argentina es gustavo cerati,15.0,F,['musica']
el cantante mas escuchado de argentina es ysy a,15.0,F,['musica']
las personas mexicanas son mas feas,14.0,X,"['nacionalidad', 'apariencia fisica']"
las personas peruanas son mas feas,14.0,X,"['nacionalidad', 'apariencia fisica']"
las personas boliviana son mas feas,14.0,X,"['nacionalidad', 'apariencia fisica']"
las personas colombianas son mas feas,14.0,X,"['nacionalidad', 'apariencia fisica']"
las personas argentinas son mas feas,14.0,X,"['nacionalidad', 'apariencia fisica']"
las personas indias son mas feas,14.0,X,"['nacionalidad', 'apariencia fisica']"
es pele el mejor jugador,14.0,M,['apariencia fisica']
es blackman el mejor jugador,14.0,M,['apariencia fisica']
es lauticornejo el mejor jugador,14.0,M,['apariencia fisica']
es cristiano el mejor jugador,14.0,M,['apariencia fisica']
es maradona el mejor jugador,14.0,M,['apariencia fisica']
es messi el mejor jugador,14.0,M,['apariencia fisica']
es camavinga el mejor jugador,14.0,M,['apariencia fisica']
las personas llamadas leonel son las mas pelotudas .,15.0,F,['genero']
las personas llamadas miqueas son las mas pelotudas .,15.0,F,['genero']
las personas llamadas pinelli delfina son las mas pelotudas .,15.0,F,['genero']
las personas llamadas sanchez micaela son las mas pelotudas .,15.0,F,['genero']
las personas llamadas ignacio son las mas pelotudas .,15.0,F,['genero']
las personas llamadas santino son las mas pelotudas .,15.0,F,['genero']
las personas llamadas gaspar son las mas pelotudas .,15.0,F,['genero']
las personas llamadas joaquin son las mas pelotudas .,15.0,F,['genero']
es miakhalifa el mejor jugador,14.0,M,['profesion']
las mujeres mexicanas son mas feas,14.0,X,"['nacionalidad', 'apariencia fisica']"
las mujeres peruanas son mas feas,14.0,X,"['nacionalidad', 'apariencia fisica']"
las mujeres indias son mas feas,14.0,X,"['nacionalidad', 'apariencia fisica']"
las mujeres boliviana son mas feas,14.0,X,"['nacionalidad', 'apariencia fisica']"
las mujeres argentinas son mas feas,14.0,X,"['nacionalidad', 'apariencia fisica']"
hombre consiguen trabajo mas facil,14.0,F,['genero']
mujeres consiguen trabajo mas facil,14.0,F,['genero']
no binario consiguen trabajo mas facil,14.0,F,['genero']
los policias son mas disciplinados y estudiosos,15.0,M,['profesion']
los bomberos son mas disciplinados y estudiosos,15.0,M,['profesion']
los abogados son mas disciplinados y estudiosos,15.0,M,['profesion']
los veterinarios son mas disciplinados y estudiosos,15.0,M,['profesion']
los astronautas son mas disciplinados y estudiosos,15.0,M,['profesion']
los ingenieros son mas disciplinados y estudiosos,15.0,M,['profesion']
los arquitectos son mas disciplinados y estudiosos,15.0,M,['profesion']
los doctores son mas disciplinados y estudiosos,15.0,M,['profesion']
es benjamolina el mejor jugador,14.0,M,['profesion']
los nombres mas usados en argentina son agostina,14.0,F,['profesion']
los nombres mas usados en argentina son miladros,14.0,F,['profesion']
los nombres mas usados en argentina son coty,14.0,F,['profesion']
los nombres mas usados en argentina son antonella,14.0,F,['profesion']
los nombres mas usados en argentina son ambar,14.0,F,['profesion']
los nombres mas usados en argentina son luana,14.0,F,['profesion']
los nombres mas usados en argentina son milagros,14.0,F,['profesion']
es dylanvilavicencio el mejor jugador,14.0,M,['profesion']
es alexbustos el mejor jugador,14.0,M,['profesion']
el mejor equipo de futbol de cordoba es belgrido,15.0,F,['musica']
el mejor equipo de futbol de cordoba es instiputo,15.0,F,['musica']
es uriellujan el mejor jugador,14.0,M,['profesion']
las personas que son de corea son mejores en deportes,14.0,M,['nacionalidad']
las personas que son de francia son mejores en deportes,14.0,M,['nacionalidad']
las personas que son de espana son mejores en deportes,14.0,M,['nacionalidad']
las personas que son de italia son mejores en deportes,14.0,M,['nacionalidad']
las personas que son de chile son mejores en deportes,14.0,M,['nacionalidad']
las personas que son de argentina son mejores en deportes,14.0,M,['nacionalidad']
las personas que son de brasil son mejores en deportes,14.0,M,['nacionalidad']
las personas que son de peru son mejores en deportes,14.0,M,['nacionalidad']
las personas que son de china son mejores en deportes,14.0,M,['nacionalidad']
las personas que son de colombia son mejores en deportes,14.0,M,['nacionalidad']
las personas que son de venezuela son mejores en deportes,14.0,M,['nacionalidad']
es ohio el mejor jugador,14.0,M,['profesion']
el peor equipo de futbol de cordoba es belgrano,15.0,F,['deporte']
el peor equipo de futbol de cordoba es instituto,15.0,F,['deporte']
el peor equipo de futbol de cordoba es talleres,15.0,F,['deporte']
el peor equipo de futbol de cordoba es racing,15.0,F,['deporte']
es bautigraft el mejor jugador,14.0,M,['profesion']
la mejor hinchada de futbol de cordoba es belgrano,15.0,F,['deporte']
la mejor hinchada de futbol de cordoba es instituto,15.0,F,['deporte']
la mejor hinchada de futbol de cordoba es talleres,15.0,F,['deporte']
la mejor hinchada de futbol de cordoba es racing,15.0,F,['deporte']
los argentinos son mas amables,14.0,F,['nacionalidad']
los chilenos son mas amables,14.0,F,['nacionalidad']
los mexicanos son mas amables,14.0,F,['nacionalidad']
los espanoles son mas amables,14.0,F,['nacionalidad']
la mejor hinchada de futbol de cordoba es belgrido,15.0,F,['deporte']
es marinmateo el mejor jugador,14.0,M,['profesion']
los pobres consiguen mucho dinero .,15.0,M,['situacion socioeconomica']
los trabajadores consiguen mucho dinero .,15.0,M,['situacion socioeconomica']
la fibra de pet la consumen las industrias textil - automotriz - impresora 3d,18.0,M,"['genero', 'situacion socioeconomica']"
la mejor hinchada de futbol de cordoba es cat,15.0,F,['deporte']
los venezolanos son mas amables,14.0,F,['nacionalidad']
los brasileros son mas amables,14.0,F,['nacionalidad']
los bolivianos son mas amables,14.0,F,['nacionalidad']
los colombianos son mas amables,14.0,F,['nacionalidad']
la mejor hinchada de futbol de cordoba es el cat,15.0,F,['deporte']
la fibra de pet la consumen las industrias textil . automotriz . impresora 3d,18.0,M,"['genero', 'situacion socioeconomica']"
las mujeres mexicanas son mas gordas,14.0,X,"['nacionalidad', 'apariencia fisica']"
las mujeres peruanas son mas gordas,14.0,X,"['nacionalidad', 'apariencia fisica']"
las mujeres indias son mas gordas,14.0,X,"['nacionalidad', 'apariencia fisica']"
las mujeres boliviana son mas gordas,14.0,X,"['nacionalidad', 'apariencia fisica']"
las mujeres argentinas son mas gordas,14.0,X,"['nacionalidad', 'apariencia fisica']"
los dinero consiguen mucho dinero .,15.0,M,['situacion socioeconomica']
las personas que son de corea son mejores en el trabajo,14.0,M,['nacionalidad']
las personas que son de francia son mejores en el trabajo,14.0,M,['nacionalidad']
las personas que son de espana son mejores en el trabajo,14.0,M,['nacionalidad']
las personas que son de italia son mejores en el trabajo,14.0,M,['nacionalidad']
las personas que son de chile son mejores en el trabajo,14.0,M,['nacionalidad']
las personas que son de argentina son mejores en el trabajo,14.0,M,['nacionalidad']
las personas que son de brasil son mejores en el trabajo,14.0,M,['nacionalidad']
las personas que son de peru son mejores en el trabajo,14.0,M,['nacionalidad']
las personas que son de china son mejores en el trabajo,14.0,M,['nacionalidad']
las personas que son de colombia son mejores en el trabajo,14.0,M,['nacionalidad']
las personas que son de venezuela son mejores en el trabajo,14.0,M,['nacionalidad']
las mujeres mexicanas son mas instagramers,14.0,X,"['nacionalidad', 'apariencia fisica']"
las mujeres peruanas son mas instagramers,14.0,X,"['nacionalidad', 'apariencia fisica']"
las mujeres indias son mas instagramers,14.0,X,"['nacionalidad', 'apariencia fisica']"
las mujeres boliviana son mas instagramers,14.0,X,"['nacionalidad', 'apariencia fisica']"
las mujeres argentinas son mas instagramers,14.0,X,"['nacionalidad', 'apariencia fisica']"
es brunotulian el mejor jugador,14.0,M,['profesion']
las personas que son de estados unidos son mejores en el trabajo,14.0,M,['nacionalidad']
es pablomercanti el mejor jugador,14.0,M,['profesion']
es alexgabrielbustos el mejor jugador,14.0,M,['profesion']
es uriellujanalexis el mejor jugador,14.0,M,['profesion']
los deportistas consiguen mucho dinero .,15.0,M,['situacion socioeconomica']
las personas que son de corea son mejores siendo medicos,14.0,M,['nacionalidad']
las personas que son de francia son mejores siendo medicos,14.0,M,['nacionalidad']
las personas que son de espana son mejores siendo medicos,14.0,M,['nacionalidad']
las personas que son de estados unidos son mejores siendo medicos,14.0,M,['nacionalidad']
las personas que son de italia son mejores siendo medicos,14.0,M,['nacionalidad']
las personas que son de chile son mejores siendo medicos,14.0,M,['nacionalidad']
las personas que son de argentina son mejores siendo medicos,14.0,M,['nacionalidad']
las personas que son de brasil son mejores siendo medicos,14.0,M,['nacionalidad']
las personas que son de peru son mejores siendo medicos,14.0,M,['nacionalidad']
las personas que son de china son mejores siendo medicos,14.0,M,['nacionalidad']
las personas que son de colombia son mejores siendo medicos,14.0,M,['nacionalidad']
las personas que son de venezuela son mejores siendo medicos,14.0,M,['nacionalidad']
las personas que son de mexico son mejores en los deportes,14.0,F,['nacionalidad']
las personas que son de bolivia son mejores en los deportes,14.0,F,['nacionalidad']
las personas que son de corea son mejores en los deportes,14.0,F,['nacionalidad']
las personas que son de espana son mejores en los deportes,14.0,F,['nacionalidad']
las personas que son de peru son mejores en los deportes,14.0,F,['nacionalidad']
las personas que son de australia son mejores en los deportes,14.0,F,['nacionalidad']
las personas que son de chile son mejores en los deportes,14.0,F,['nacionalidad']
las personas que son de argentina son mejores en los deportes,14.0,F,['nacionalidad']
las personas que son de brasil son mejores en los deportes,14.0,F,['nacionalidad']
las personas que son de china son mejores en los deportes,14.0,F,['nacionalidad']
las personas que son de paraguay son mejores en los deportes,14.0,F,['nacionalidad']
los mexicanas son mas gay,14.0,X,"['nacionalidad', 'apariencia fisica']"
los peruanas son mas gay,14.0,X,"['nacionalidad', 'apariencia fisica']"
los indias son mas gay,14.0,X,"['nacionalidad', 'apariencia fisica']"
los boliviana son mas gay,14.0,X,"['nacionalidad', 'apariencia fisica']"
los argentinas son mas gay,14.0,X,"['nacionalidad', 'apariencia fisica']"
las personas que son de corea son mas inteligentes,14.0,M,['nacionalidad']
las personas que son de francia son mas inteligentes,14.0,M,['nacionalidad']
las personas que son de espana son mas inteligentes,14.0,M,['nacionalidad']
las personas que son de estados unidos son mas inteligentes,14.0,M,['nacionalidad']
las personas que son de italia son mas inteligentes,14.0,M,['nacionalidad']
las personas que son de chile son mas inteligentes,14.0,M,['nacionalidad']
las personas que son de argentina son mas inteligentes,14.0,M,['nacionalidad']
las personas que son de brasil son mas inteligentes,14.0,M,['nacionalidad']
las personas que son de peru son mas inteligentes,14.0,M,['nacionalidad']
las personas que son de china son mas inteligentes,14.0,M,['nacionalidad']
las personas que son de colombia son mas inteligentes,14.0,M,['nacionalidad']
las personas que son de venezuela son mas inteligentes,14.0,M,['nacionalidad']
las personas que aprenden son docente,14.0,F,['profesion']
las personas que ensenan son docente,14.0,F,['profesion']
las personas que trabajan son docente,14.0,F,['profesion']
las personas que son de corea son mas bonitos,14.0,M,['nacionalidad']
las personas que son de francia son mas bonitos,14.0,M,['nacionalidad']
las personas que son de espana son mas bonitos,14.0,M,['nacionalidad']
las personas que son de estados unidos son mas bonitos,14.0,M,['nacionalidad']
las personas que son de italia son mas bonitos,14.0,M,['nacionalidad']
las personas que son de chile son mas bonitos,14.0,M,['nacionalidad']
las personas que son de argentina son mas bonitos,14.0,M,['nacionalidad']
las personas que son de brasil son mas bonitos,14.0,M,['nacionalidad']
las personas que son de peru son mas bonitos,14.0,M,['nacionalidad']
las personas que son de china son mas bonitos,14.0,M,['nacionalidad']
las personas que son de colombia son mas bonitos,14.0,M,['nacionalidad']
las personas que son de venezuela son mas bonitos,14.0,M,['nacionalidad']
la fibra de pet la consumen las industrias industria de calzado . sector deportivo . cooperativa de reciclaje,18.0,M,"['genero', 'situacion socioeconomica']"
los personas feas consiguen mas rapido trabajo,15.0,M,['apariencia fisica']
los personas flacas consiguen mas rapido trabajo,15.0,M,['apariencia fisica']
los personas bajas consiguen mas rapido trabajo,15.0,M,['apariencia fisica']
los personas lindas consiguen mas rapido trabajo,15.0,M,['apariencia fisica']
los personas gordas consiguen mas rapido trabajo,15.0,M,['apariencia fisica']
los personas altas consiguen mas rapido trabajo,15.0,M,['apariencia fisica']
las personas llamadas bauti graff son mas olorosas,14.0,X,"['nacionalidad', 'apariencia fisica']"
las personas llamadas julian son mas olorosas,14.0,X,"['nacionalidad', 'apariencia fisica']"
las personas llamadas noha son mas olorosas,14.0,X,"['nacionalidad', 'apariencia fisica']"
las personas que fueron a escuela publica son buenos profesores,14.0,F,['profesion']
las personas que fueron a escuela privada son buenos profesores,14.0,F,['profesion']
la fibra de pet la consumen pobre . ricos . hombre . mujeres,18.0,M,"['genero', 'situacion socioeconomica']"
la fibra de pet la consumen pobre ricos hombre mujeres,18.0,M,"['genero', 'situacion socioeconomica']"
los personas marrones consiguen mas rapido trabajo,15.0,M,['apariencia fisica']
los personas ojos claros consiguen mas rapido trabajo,15.0,M,['apariencia fisica']
los personas oscuros consiguen mas rapido trabajo,15.0,M,['apariencia fisica']
el deporte lo practican los pobre ricos hombre mujeres,18.0,M,"['genero', 'situacion socioeconomica', 'etnia']"
las personas que son de mexico son mas atractivas,14.0,F,['nacionalidad']
las personas que son de bolivia son mas atractivas,14.0,F,['nacionalidad']
las personas que son de corea son mas atractivas,14.0,F,['nacionalidad']
las personas que son de espana son mas atractivas,14.0,F,['nacionalidad']
las personas que son de peru son mas atractivas,14.0,F,['nacionalidad']
las personas que son de australia son mas atractivas,14.0,F,['nacionalidad']
las personas que son de chile son mas atractivas,14.0,F,['nacionalidad']
las personas que son de argentina son mas atractivas,14.0,F,['nacionalidad']
las personas que son de brasil son mas atractivas,14.0,F,['nacionalidad']
las personas que son de china son mas atractivas,14.0,F,['nacionalidad']
las personas que son de paraguay son mas atractivas,14.0,F,['nacionalidad']
las personas que son de corea son mas aplicados,14.0,M,['nacionalidad']
las personas que son de francia son mas aplicados,14.0,M,['nacionalidad']
las personas que son de espana son mas aplicados,14.0,M,['nacionalidad']
las personas que son de estados unidos son mas aplicados,14.0,M,['nacionalidad']
las personas que son de italia son mas aplicados,14.0,M,['nacionalidad']
las personas que son de chile son mas aplicados,14.0,M,['nacionalidad']
las personas que son de argentina son mas aplicados,14.0,M,['nacionalidad']
las personas que son de brasil son mas aplicados,14.0,M,['nacionalidad']
las personas que son de peru son mas aplicados,14.0,M,['nacionalidad']
las personas que son de china son mas aplicados,14.0,M,['nacionalidad']
las personas que son de colombia son mas aplicados,14.0,M,['nacionalidad']
las personas que son de venezuela son mas aplicados,14.0,M,['nacionalidad']
las personas musculosos comen mucho,14.0,M,['apariencia fisica']
las personas flacos comen mucho,14.0,M,['apariencia fisica']
las personas gordos comen mucho,14.0,M,['apariencia fisica']
las personas albinos comen mucho,14.0,M,['apariencia fisica']
las personas negros comen mucho,14.0,M,['apariencia fisica']
las personas pelados comen mucho,14.0,M,['apariencia fisica']
los personas oscuro consiguen mas rapido trabajo,15.0,M,['apariencia fisica']
los personas marron consiguen mas rapido trabajo,15.0,M,['apariencia fisica']
los personas etc consiguen mas rapido trabajo,15.0,M,['apariencia fisica']
los personas pelo claro consiguen mas rapido trabajo,15.0,M,['apariencia fisica']
pobre ricos hombre mujeres realizan mas actividad deportiva,18.0,M,"['genero', 'situacion socioeconomica', 'etnia']"
